ID,Class,Text
1578,1,"Thanks, confirming as RFE based on comment #4 then. I realize that some people may object against weakening behavior according to the standard, but we are wrapping such encoded-as-one-line paragraphs for display already even without f=f set, and it would be consistent to do so also when quoting when it becomes apparent that this ""line"" was not intended to be preformatted."
1579,2,http://hg.mozilla.org/releases/mozilla-aurora/rev/b471130dc112
1580,2,js_AppendJSString
1581,1,"4) Migrate all the other tests to dom/apps/tests, using SpecialPowers.autoConfirmAppInstall instead of the confirmNextInstall function that fiddles with the browser UI (that is in head.js)"
1582,1,"Updated to use a stack-based locking class, also fixed struct member names and such."
1583,3,"86 	mozjs.dll 	js::proxy_GetProperty 	js/src/jsproxy.cpp:853"
1584,2,rubygems/package/tar_input.rb
1585,4,User-Agent:       Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9b5) Gecko/2008043010 Fedora/3.0-0.60.beta5.fc9 Firefox/3.0b5
1586,2,"3 	nppdf32.dll 	nppdf32.dll@0x422f"
1587,1,Gaurav
1588,2,"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""http://www.w3.org/TR/1999/REC-html401-19991224/loose.dtd"">"
1589,4,Build Identifier: Mozilla/5.0 (Windows NT 5.1; rv:2.0b8pre) Gecko/20101012 Firefox/4.0b8pre
1590,1,"- ""Customize Firefox"" would either link directly to AMO or a portal site that talks about the different ways to customize the browser (with links to AMO)"
1591,1,"90 days history is the default, so no you should not reduce it"
1592,1,1.enter a textarea
1593,2,${image_name} \
1594,4,*** 28128 ERROR TEST-UNEXPECTED-FAIL | /tests/content/svg/content/test/test_bounds.html | text2.getBoundingClientRect().top is 8 should be approximately 6
1595,1,"If a non-black text colour is selected and one starts typing text into a new e-mail, then goes back to correct something earlier in the same coloured text and then puts the insertion point back where one had previously left off and starts typing again, the text is now in black. Moreover, even if one now selects the new (black) text and changes its colour, further text is still black. One has to go back at least one character into the original, correctly coloured text, delete it and everything after it and retype in order to be able to carry on in the chosen colour."
1596,1,"closing, this'll work when chrome debugging is fixed."
1597,4,10:46:21 INFO - --DOMWINDOW == 103 (0x75cd1c00) [pid = 6297] [serial = 1876] [outer = (nil)] [url = about:blank]
1598,1,nothing happened.
1599,1,Steps to Reproduce:
1600,1,The STR with the patch is:
1601,1,"hg blames this bug for the following code block, although I can't figure out which patch it's from:"
1602,1,Steps to Reproduce:
1603,1,Can someone point me to some info as to how to create and test examples of this?
1604,2,#NAME?
1605,2,-----------------------------------------------------------------
1606,1,What's the MCC & MNC on that SIM card when it's roaming?
1607,1,wide String API change:
1608,1,The issue of links not appearing visited in mail is covered by bug 116213.
1609,1,Jake
1610,1,The dropdown menu is not working. However previous modification to the fonts setting preserved. I just cannot change it by the UI now.
1611,2,...
1612,1,Steps to reproduce:
1613,4,Finished loading: http://invalid  Status Code: 804b001e
1614,2,in opneLocation.js to
1615,1,Fixed by Ben's checkin in Bug 251910 comment #31
1616,2,Gecko-Rev       e1a3c6bb17c7f69fcc08934aa20674f0d421403e
1617,1,2. Watch your terminal.
1618,2,"Microsoft MIDI Mapper [Emulated], Hardware (Not Kernel Mode), Output, No DLS, Internal"
1619,1,"bad, and is just showing a bug in Comm. 4.6, but here goes:"
1620,1,"OK, but where do we go from here?"
1621,1,Flash is not visible
1622,4,Version: 32.0 (2.0)
1623,1,"So, this bug here is to fix a regression caused by bug 415704, and I think Evan's fix is the better one for this bug. That's why I moved that part of the discussion here."
1624,1,Review of attachment 598929:
1625,1,This iteration took 101.029 seconds to run.
1626,4,Top150: 92.68%
1627,1,set the default locale to Hebrew.
1628,1,assuming you only assigned to backup if a backup was required.
1629,4,*** ERROR: Symbol file could not be found.  Defaulted to export symbols for C:\Program Files\Minefield\xul.dll -
1630,2,</window>
1631,2,http://hg.mozilla.org/releases/mozilla-1.9.2/rev/28f2f49b61fe
1632,1,command line here:
1633,1,What is the purpose of firing the trigger without displaying the alert?
1634,4,#3  0x003c4c53 in avmplus::GC::Free (p=0x990a798)
1635,1,and see the problem to occur too. I'm updating the bug categories to windows NT
1636,2,Version         34.0
1637,1,"Select ""Manually Run"" from the dropdown at the top."
1638,1,"So I just tried that, and Safari treats that the same as if the expando were not set on the proto chain."
1639,1,doing a Print without a preceding Page setup. Test when no printer
1640,4,| ----------- | -------- | ------ | ------ | ------ | ------ | --------- |
1641,2,GlobalWindowImpl::GetInnerWidth()
1642,1,Man it's nice to finally hear from someone about this. I have been trying to
1643,1,3
1644,1,steps:
1645,2,"""adapterRAM2"": """","
1646,1,connection if it's v2 with a bad certificate either from a timeout (and perhaps
1647,1,"see no need to ignore it specifically, and it will probably allow us not to have"
1648,2,"if (!_timeEvent.StartTimer(periodic, TIMER_PERIOD_MS))"
1649,2,https://developer.mozilla.org/En/How_to_get_a_stacktrace_for_a_bug_report#How_to_get_a_crash_ID_with_the_Mozilla_Crash_Reporter
1650,2,"test_nsIProcess(exe, non_asc_file); //not working"
1651,1,3) highlight some text
1652,1,Need another confirmation.
1653,2,</tr>
1654,1,Firefox has detected that the server is redirecting the request for this address in a way that will never complete.
1655,1,"I'll revise the patch to do that, although it will be hard to test."
1656,1,Thanks for your info!
1657,4,09:29:12     INFO -  8 INFO TEST-PASS | testAboutPage | Got the URL bar title - org.mozilla.fennec_aurora.FennecNativeElement@4136cbf0 should not equal null
1658,2,"CNavDTD::CloseContainer(const nsIParserNode * 0x0254c7c0, nsHTMLTag"
1659,2,60A929AF C3                   ret
1660,1,Confirmed on NT4. Could this be related to bug 66478 ?
1661,2,"nst "" (?GetDebugStateBits@nsBlockFrame@@UBGIXZ)"
1662,1,"Also, I don't think it's a requirement, but reviewers should generally test patches. For a quick litmus test, if you have to state something like this, then it's probably a good idea to test it yourself."
1663,5,"1. Create an html page with an unclosed <a name=""""> tag."
1664,1,nit: The function name should be InspectorPanel_scrollToSelector to be consistent with the property name scrollToSelector.
1665,1,I think I have a way to fix this: by marking the rootframe dirty and doing a
1666,3,at /work/mozilla/builds/1.9.1/mozilla/js/src/jstracer.cpp:2652
1667,2,GKLAYOUT! 603983cc()
1668,2,"""ARMENIAN CHARACTER SETS IMPLEMENTATION GUIDE"""
1669,1,not critial for 1.0
1670,2,^
1671,2,2
1672,1,"KaiRo - I synthesized a crash with MOZ_CRASH and my patch applied, and I saw the MozCrashReason in the detailed report in the crash reporter - but I can't find it in the actual report. (Maybe you know where to find it better than I do :))"
1673,1,I would have cut the APIs and gone for:
1674,2,js> a.target
1675,2,https://github.com/mozilla-raptor/raptor-cli/blob/master/lib/device/lib/marionette.js#L116
1676,1,"Currently, it only partially works, though it should work well once bug 447580 is fixed."
1677,4,Firmware Version: D5803_23.1.A.1.28_NCB.ftf
1678,1,"effected PC, but that uses up valuable space in the taskbar by the ""Highstream"
1679,2,eip = 0x109e3688   esp = 0x0012d4f4   ebp = 0x0012d4fc   ebx = 0x00000001
1680,1,Looks good!
1681,1,"pretty much useless, and it was removed a while ago - mostly for the sake of"
1682,2,https://hg.mozilla.org/mozilla-central/rev/9238f5ea7bde
1683,4,Build Identifier: Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.5) Gecko/20030925
1684,1,this?
1685,5,"I attempted to write 'nsRefPtr<const T>' with our current implementation, and ran into a problem because AddRef() and Release() were not const methods."
1686,1,And why assign to nobody?
1687,2,snapped right edge: 30
1688,1,1. Open SMS -> Open any thread with MMS having subject field
1689,1,This could be a language pack problem.
1690,2,09:47:58     INFO -      rbx = 0x00007fe94976e360   rbp = 0x00007fffb50b64b0
1691,4,"#18 0x00007ff6c7baa112 in mozilla::ipc::MessagePump::Run (this=0x7ff6bacce240, aDelegate=0x7ff6d62930b0)"
1692,1,commented this out:
1693,1,height to prevent the margins from collapsing through.
1694,1,2.see the first table on the document. And there find #4 testcase: Toolbar
1695,3,"nsAppShellService.cpp, line 309]"
1696,1,The first thing you should ask yourself 'Did I update the UUID'?
1697,2,111 (reserved) = undefined
1698,1,Actual Results:
1699,1,"XHTML) from loading.  That is, any *valid* XHTML file won't load."
1700,4,???????????????: 2.6.9
1701,1,It's straightforward to do. Is this what you were thinking of? My naming is kind of lame. I'll fix up the patch if it's roughly right.
1702,5,as for me https://www.twitch.tv/dansgaming doesn't even start if flash isn't installed and using the proper html5 player plays just fine.
1703,1,"*GG* Ok, as you please :)"
1704,5,Builds available at http://ftp.mozilla.org/pub/mozilla.org/firefox/try-builds/Ms2ger@gmail.com-edb5c7975703
1705,2,set.rb
1706,1,"Currently, we dispatch a bunch of resize event before entering fullscreen. We should collapse all of them and only dispatch the last one."
1707,3,"#36 0x7f3cd64f5e6e in js::Execute(JSContext*, JS::Handle<JSScript*>, JSObject&, JS::Value*) src/js/src/jsinterp.cpp:531"
1708,2,+    if (this._ownerWindow.goUpdateCommand) {
1709,1,"The OS/2 port of FontConfig handles TrueType and Type 1 fonts nicely, but it does not handle OS/2 bitmap fonts like WarpSans, Helv, and Tms Rmn.  It would be nice if these were supported, since they were default fonts in pre-1.9 versions."
1710,1,This bug report should be retitled:
1711,2,nsAutoString tagName;
1712,1,Tapping 'Done' returns the user to the Home Screen without adding the icon.
1713,1,Steps to repro:
1714,1,Steps to Reproduce:
1715,2,+            return lResult;
1716,4,13:24:41 INFO - r13 = 0x00000001003089a0 r14 = 0x00007fff5fbfcc10
1717,3,"File ""/var/jenkins/workspace/b2g.flame.mozilla-aurora.ui.non-smoketest/tests/python/gaia-ui-tests/gaiatest/tests/functional/homescreen/test_homescreen_edit_mode.py"", line 20, in test_access_and_leave_edit_mode"
1718,2,"=> 0x7ffff7fe5031:	mov    0x4a768(%r15,%rax,1),%eax"
1719,1,New bug for the real issue: the gc-thing flag byte elimination. I'm all in favor.
1720,2,static SInt32 version = 0;
1721,1,Review of attachment 8505461:
1722,1,Setting QA Contact to claudius since he is the History tester.
1723,2,"rt_sigprocmask(SIG_BLOCK, NULL, [33], 8) = 0"
1724,1,Carry forward r=mwu
1725,1,* Firefox keeps crashing when I'm clicking on arrows in online video presentations.
1726,2,"except (OSError, IOError), e:"
1727,1,(and a review needs time)
1728,1,Load some url:
1729,1,Testing completed: Landed on m-c with a new marionette test case added.
1730,5,"When browsing through http://www.evanescence.com CPU spikes to 99%, Tab bar and Address bar lags really bad! (Almost locks up). This has happened on other pages much worse, but I don't have any other examples right not."
1731,1,"I was not able to uplift this bug to v1-train and v1.0.1.  If this bug has dependencies which are not marked in this bug, please comment on this bug.  If this bug depends on patches that aren't approved for v1-train and v1.0.1, we need to re-evaluate the approval.  Otherwise, if this is just a merge conflict, you might be able to resolve it with:"
1732,1,"This is an automated message, with ID ""auto-resolve01""."
1733,1,"Hi,"
1734,1,This is the first place where AddObserver is called from the main thread.
1735,2,"function setCookie(name, value, expireDateObj, path, domain)"
1736,1,java plugin removed:
1737,1,- opened the poc from bug #1002340 comment #0 in 10 private browser tabs/windows and waited several minutes
1738,1,"Hi smcc,"
1739,1,yeah in the case till mentioned it was i think the mix case of clobber and clear the bad state possible. When i tried to check the slave that failed on backout and original checkin the slave went away (was not reachable and so a new slave finally took over on retrigger - so maybe this was the case with kind of clobber here :)
1740,1,r=wtc.
1741,4,#19 0x00007f14a0c86107 in MessageLoop::Run (this=0x7f145a70e1c0)
1742,1,Dao: why did you mark this as confirmed - do you have STR?
1743,4,"04-14 18:28:43.291 E/GeckoConsole(  698): [JavaScript Error: ""AbortError"" {file: ""app://calendar.gaiamobile.org/gaia_build_defer_index.js"" line: 555}]"
1744,1,workarounds into Mozilla) ...
1745,1,"copy) or, for feature requests, if it's not present in the latest version and"
1746,2,TB2925405Z
1747,2,/**
1748,1,crash is happening in DOM code.
1749,1,This sounds like focus is being stuck into a non-textarea element somehow.  Can
1750,1,verif.
1751,3,#37 0x4046a2d2 in nsTimerExpired (aCallData=0x82c8308) at nsTimer.cpp:189
1752,1,One of dozens reloads left grey cell (Menu) is badly positioned (not on top)!
1753,2,"@@ +1190,5 @@"
1754,1,"only ""save to disk"" when the file is executable (and in fact ""choose"" that for"
1755,1,Could your team help to take a look? thanks
1756,1,2.Enter text for search
1757,1,This is *not* the same burping sound as the type-ahead-find error sound. This is
1758,2,"if ($('thead').css('position') === ""-webkit-sticky"") {"
1759,3,"1   libnspr4.dylib           	0x00fda4a0 PR_Lock + 246"
1760,1,"I'm not actively working on it, and I don't have any code written.  I do have plans to farm this out to someone at some point this quarter or next.  Is this a priority for you?"
1761,2,23      00
1762,5,Thunderbird: http://www.mozilla.org/products/thunderbird/releases/1.5beta1.html
1763,2,addCAcertsFromFile(cafile);
1764,2,-----------------------------------------------------------------
1765,2,https://hg.mozilla.org/mozilla-central/rev/92770b987b87
1766,1,"This will make things a bit sadfaces where the re-arranging code is concerned. I *think* the practical consequence right now is that wide items will get moved (possibly in multiple steps) to be before ""public browsing only"" widgets, as there will always be a window in which the wide widget is unhappy with the number of items that come before it (as this will be different in different windows)."
1767,1,"r=biesi, obvious fix"
1768,1,"The issue here is that the text-link widget is responsible for opening the link, but it obviously doesn't know anything about the panel. There's also bug 1237942, which reports that the links can't be clicked using other mouse buttons - and while that bug mentions the test-link widget probably can be changed to support other buttons, that still leaves us with the fact the panel would remain open and no obvious way to intercept or detect that."
1769,1,"Safari: 3 on average, 3 at best"
1770,1,please....
1771,1,I don't care about Windows.
1772,1,Steps to Reproduce:
1773,4,ModLoad: 77c00000 77c08000   C:\WINDOWS\system32\VERSION.dll
1774,5,Do you see the problem on <http://www.mozilla.org/projects/mathml/demo/texvsmml.xhtml> too (case 13 and 16) ? Then it might be a dupe of bug 414277 (see bug 517774 comment 1).
1775,1,"g) Firefox begins to allocate memory crazily. It stops in +- 1.7GB. No crash, however;"
1776,2,http://www.w3.org/TR/xml11/#sec-white-space
1777,2,https://hg.mozilla.org/releases/mozilla-aurora/rev/a649b71bf531
1778,1,USER IMPACT:
1779,1,(bug 1089312)
1780,2,"nsWindow::WindowProc(HWND__ * 0x03390240, unsigned int 258, unsigned int 107,"
1781,4,"unsigned char * src = 0x44444444 ""--- memory read error at address 0x44444444 ---"","
1782,2,"@@ +51,1 @@"
1783,1,"Dears,"
1784,1,"This patch is based off the refactoring that Chris and Jacob did for ARM. The goal is to begin moving all of the gross #ifdefs out of the IC code and compiler, and put it behind an interface."
1785,1,the step 3 of procedure at #3 takes only a sec. It's bad for the test.
1786,1,Arthur in your beta build could you check about:support and see if you were part of the e10s experiment? We're shipping e10s to nightly/aurora and a subset of beta.
1787,1,Actual Results: The banner takes the entire width of the screen (The banner also does not time out and disappear / reappear so this MIGHT be considered different functionality and not a true regression - or this might simply be the introduced behavior (time-out function) that broke the width in conjunction with its implementation.
1788,3,"1   libnspr4.dylib           	0x00fdd7df PR_Poll + 134"
1789,1,"for explaination,"
1790,1,(Devanagari : his font name is the same as the name of the script) makes it easy
1791,2,#NAME?
1792,1,reproducing rate:100%
1793,1,0.256944444
1794,1,You probably want:
1795,1,"Middle mouse button sometimes opens a new link in a tab without switching to that tab(the behavior I have set), other times it will switch to the new tab without any intervention."
1796,1,do you have an opinion about the bridge that is implemented in this patch in order to let Gaia control the x/y possible overscroll ?
1797,5,Hoping I nailed all the MSE intermittents now: https://treeherder.mozilla.org/#/jobs?repo=try&revision=ffb21cfdad5e8bc3499f055e10738631b33c532b
1798,1,*** This bug has been marked as a duplicate of 246078 ***
1799,1,Steps to reproduce:
1800,2,ecma_3/Date/15.9.5.6.js
1801,1,If the async script is executed before the page finished rendering - the page hangs.
1802,1,"3.Click on ""Product Development"""
1803,2,/builds/bstell/mojo2/mozilla/dist/bin/components/libnsappshell.so
1804,2,in nsIURI baseURI);
1805,2,sp = 0x471ff898    pc = 0x4d182531
1806,1,"However, in this bug's testcase, it makes sense for the content pointer to be null (I think), because the iframe's documentElement has been removed."
1807,2,Device: Leo v 1.1.0 Mozilla COM
1808,2,"@@ +29,5 @@"
1809,5,new Iterator(obj) used to not call obj.__iterator__ as a (IMO misguided) fix for bug 354945. The attached patch removes all those extra code paths and now avoids calls to __iterator__ for cached iterators. It also restore sanity with respect to Iterator(obj) and new Iterator(obj) having identical results.
1810,1,to
1811,5,Please don't forget that logging for the NSPR code must be set via NSPR_LOG_MODULES and NSPR_LOG_FILE (different path than MOZ_LOG_FILE!) vars.  Those still apply for NSPR and it won't change!
1812,1,(attachment 281576).
1813,4,Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.8b4) Gecko/20050802 Firefox/1.0+
1814,1,3. when you see a pic you like open it in new windows(I don?€?t know how tab would
1815,4,"#7  0x4027dd75 in nsBlockFrame::ReflowBlockFrame (this=0x82358c0,"
1816,1,This is the used code:
1817,1,"are already a couple of caveats with this patch (libIDL.h), I really want to"
1818,1,"1.try to start firefox using any of the shorcuts, and the actual start icon in"
1819,2,Time timeSinceReference = currentTime - aTime;
1820,1,"(starting to look IC-like now, I guess)."
1821,1,## Repro
1822,2,Gonk: a19052e4389c3ae2d8fc3e7a74a475401baacc56
1823,1,"menubar flashes, but nothing happens.  Closing the window with the close button"
1824,4,PEP WARNING    | test_largedoc.js | open_page | unresponsive time: 109 ms
1825,2,http://www.mozilla.org/quality/browser/standards/xhtml/transitional/meta_http_equiv.xml
1826,2,Gaia: b34e726147f8e671ad8c538b50900ccfbffcb084
1827,1,[3.Expected Result]:
1828,2,http://fantasai.inkedblade.net/style/tests/ad-hoc/parsing/001
1829,1,"Not really. I just didn't know it was the intended behavior because it's not what the 2 first screenshots show. In fact, both of them show the star, the dropdown and the refresh icon, which BTW also disappears when hovering on a link."
1830,3,22:26:23     INFO -   8  xul.dll!nsCycleCollector_doDeferredDeletion() [nsCycleCollector.cpp:55620c684232 : 4108 + 0x8]
1831,1,I'll enclose a Mac PICT file showing what the pop-up menu looks like in example
1832,1,"Reassigning.  This may get duped into bug 93905, which is related."
1833,1,This may unblock if the problem reduces to just showing up on ICS.
1834,1,(not sure where to file this - please move as appropriate.)
1835,1,"For info, in the MarkupView class, you can retrieve:"
1836,1,Nominating as fixing the unit test is crucial to land in a safe way more patches.
1837,2,"@@ +193,5 @@"
1838,1,"With 2002020516 on Mac OS X, the .txt attachment icon is still drawn with a"
1839,1,Active: Yes
1840,3,"xul.dll!nsEventListenerManager::HandleEvent(nsPresContext * aPresContext=0x085958b0, nsEvent * aEvent=0x03ef00b0, nsIDOMEvent * * aDOMEvent=0x0018d0d4, nsPIDOMEventTarget * aCurrentTarget=0x056e36b0, unsigned int aFlags=2, nsEventStatus * aEventStatus=0x0018d0d8, nsCxPusher * aPusher=0x0018d0e4)  Line 1174	C++"
1841,3,"9 	libxul.so 	nsDisplayList::PaintForFrame(nsDisplayListBuilder*, nsRenderingContext*, nsIFrame*, unsigned int) const 	/home/geeksphone/FOS/peak/gecko/layout/base/nsDisplayList.cpp"
1842,3,00000018 00015380
1843,1,Or is there a reason not to?
1844,1,Thanks for the report. It looks like this might be a specific version of bug 800346 (which I've marked this a duplicate of)
1845,3,"13:51:05     INFO -  [Parent 2351] WARNING: NS_ENSURE_TRUE(mMutable) failed: file /builds/slave/m-cen-lx-d-0000000000000000000/build/netwerk/base/src/nsSimpleURI.cpp, line 265"
1846,1,Adam or Verson: would one of you record a video of the case where this bug does not reproduce (based on the regression range in comment #3) please?
1847,1,"Similar to making exceptions for saving passwords, users should be able to disable the saving of forms on websites they specify.  Say, for example, I would like to have form information for every site but eBay saved, I would go into the Form Preferences under Privacy options, click ""Exceptions"" (or whatever), and add ""ebay.com""."
1848,4,Build Identifier: Mozilla/5.0 (Windows NT 5.1; rv:2.0b9pre) Gecko/20110109 Firefox/4.0b9pre
1849,2,"09AB15A0    PPC  3E85BA5C  nsWindow::UpdateWidget(nsRect&,"
1850,2,"MSimdInsertElement(simd, scalar, lane)"
1851,1,3a. Run build 0.8.4 or Firefox - crashes.
1852,2,+    mNotifier->OnTransformStart();
1853,3,"10 	js_LookupProperty 	js/src/jsobj.cpp:3728"
1854,4,Toggle Mixed Display Content: https://addons.mozilla.org/en-US/firefox/addon/toggle-mixed-display-conten/?src=search
1855,2,"File ""build/venv/local/lib/python2.7/site-packages/marionette_driver/marionette.py"", line 761, in _handle_error"
1856,1,"I have had a conversation with Josh and Rob and in summary there is a general understanding now that, with reference to the excellently raised comment 20, it would not be an optimal idea to move Message Settings out of the Settings app at this point in time."
1857,1,"It allows you to use promises, while avoiding all the nested callbacks.  I won't require you to do it, but you may find it makes things easier to read."
1858,1,"Looking forward, if we do a compartment per global, this problem will become even more prevalent."
1859,1,"Any quota system like we have for interpreter stack and other resources amounts to unwinding from OOM, so there's really no ""out"" here. We have to unwind-protect and recover from such script quota violations."
1860,4,RIL Version: 01.02.00.019.102
1861,5,"Recent-ish GCC and clang do have __attribute__(...) magic to declare things non-null, though I suppose that doesn't work for MSVC, which is a large part of what we care about."
1862,1,* nothing happens
1863,1,I am using Build 2000012415
1864,1,"If it's too hard, we can file cleanup bug for later."
1865,1,Verified duplicate.
1866,2,.---------------------------.
1867,1,But RTSP video streaming was not working.
1868,1,"Oh, sorry, I'm forgetting ""."" is the thousand separator for German. So yes, this is a bug."
1869,2,https://channel9.msdn.com/Events/Build/2015/2-692
1870,1,"I will attach a diff of my changes.  Once applied, we can embed editible plain"
1871,1,simply root the js functions we'll create circular references which will keep
1872,2,"@@ +245,5 @@"
1873,1,"approving for ESR, please land in the next week to ensure this goes out alongside the fix with 15."
1874,1,I'll defer completely to Zach's instincts here.  Caching in memory seems like a sensible compromise in the short term.
1875,1,Thanks
1876,3,at /home/worker/git_checkout/node_modules/marionette-js-runner/node_modules/promise/lib/core.js:33:15
1877,4,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.2a) Gecko/20020914
1878,1,with language packs on top which is the default setup e.g. on Ubuntu and
1879,1,subsumes is false.  It seems odd to me that the image and the canvas don't have the same security principal.
1880,1,"What kind of headaches? Are there further plans regarding the context menu I'm unaware of? My patch isn't pretty but the result shouldn't be that hard to handle. I'm not sure that a separate context menu is less cumbersome to implement and to maintain, so I don't think I want to dive into that without a clear value proposition."
1881,1,+ * that are too long are truncated to the max length and the last char is
1882,2,http://www.gtalbot.org/BrowserBugsSection/CSS3WritingModes/draft-multi-column-vrl-014.xht
1883,1,"A role may not be appropriate/necessary here. If it is not an actual interaction other than auto-complete or selection via up and down, it should announce itself maybe via an aria-live attribute set. Look on the Yahoo! search feature how they do it. If they have suggestions in that popup, they give an announcement via aria-live that something's there, and when the user arrows, they provide the correct selection either via aria-live or via setting the selection, and if it's a custom widget, using something like aria-activedescendant or such."
1884,5,See http://support.mozilla.com/en-US/kb/Closing+the+only+tab+closes+the+window
1885,2,Host: shared.snapgrid.com
1886,5,"In this test we are supposed to install 'Privileged App Test' app: https://github.com/mozilla-b2g/gaia/blob/master/tests/python/gaia-ui-tests/gaiatest/tests/functional/marketplace/test_marketplace_packaged_app.py#L18, which is a test packaged app that should be the first search result returned when searching for 'test-webapi-permissions :packaged'."
1887,1,Needs rebasing.
1888,1,It's pretty easy in the new media format reader to keep supporting the minimal subset of chaining that we support. The only part that requires effort to support is re-firing loaded metadata when changing links. I'd be happy to lose that.
1889,2,plugin.importedState: true
1890,1,Verified.
1891,1,8. If its FF 3.0.1 while u try to repoen FF it says there is a active process pls close it before you can open another one. And ofcourse only optoin left is either to restart or use IE which i am doing now.. and i hate doing it.
1892,1,cause the browser to crash.
1893,1,Do we need this in the interface?
1894,3,"0x0284d790, nsILayoutHistoryState * 0x02bd3790) line 1127 + 20 bytes"
1895,1,The id attribute is described in Section 7.5.2 of the HTML 4 spec
1896,1,Landed in master:
1897,3,"0F6681D0    PPC  3ED1DA50  main1(int, char**, nsISupports*)+008D0"
1898,1,to the text.
1899,2,http://hg.mozilla.org/mozilla-central/rev/2bd109e6766f
1900,1,Actual Results:
1901,2,"nsTableFrame::IncrementalReflow(nsTableFrame * const 0x01cd4184, nsIPresContext"
1902,1,"Yes, you've mentioned. Is there a bug on supporting this in our toolkit? By all means, let's do that as well."
1903,2,NS_ENSURE_ARG_POINTER(uri);
1904,2,https://tbpl.mozilla.org/?tree=Try&rev=f2720a1add3b
1905,1,Thanks!
1906,1,It's possible to fix it by editting file C:/Program Files (x86)/Aurora/omni.ja
1907,1,in HTML:
1908,1,"Mozilla crashes, TalkBack will be activated if turned on."
1909,1,the system
1910,1,This ultimately doesn't seem to provide value in excess of the friction that learning and using a non-standard API imparts.
1911,1,"Hey Kami, would you mind trying to reproduce this with your add-ons disabled, to see if you can still reproduce it?"
1912,1,THe video didn't play
1913,3,#21  0x019cf490 in _internalDoAction ()
1914,1,Confirming issue based on reporter's steps. Tested with Jan 23rd build
1915,3,"/home/bzbarsky/mozilla/xlib/mozilla/content/xbl/src/nsXBLPrototypeHandler.cpp,"
1916,4,62e81c2b-e032-1775-75fe0242-0220c61a 08/01/2012 14:03
1917,1,Perhaps pushing event info in the presshell should null out the
1918,2,"content.document.querySelector(""body + style"").innerHTML = """";"
1919,1,That's obviously something moz.build could (and should!) generate for you.
1920,1,"If there is, please let me know how to access this functionality."
1921,1,"plain Windows buttons, so they *do* react to themes). The second I enter a page"
1922,2,Gecko Revision         https://hg.mozilla.org/mozilla-central/rev/42afc7ef5ccb
1923,4,Firefox/1.4 ID:2005092603
1924,2,#NAME?
1925,1,"Then 'background-attachment: fixed;', this bug is reproduced too."
1926,1,(oops)
1927,1,"// this frame's coordinate system, which means mContentArea.x =="
1928,1,can you indent it like this:
1929,1,"Even if it did, 'min-width' beats 'max-width' which beats 'width'."
1930,2,"var key = RegExp.$2 ? ""#"" + RegExp.$3 : ""//*[@name='"" + RegExp.$3 + ""']"";"
1931,1,I see the problem in 41 (and 42) but not in a nightly or in a 43 beta.
1932,1,Fix verified on 2.0.0.3
1933,1,3) Tap home button
1934,1,May I know your suggestion on comment 9? Thanks.
1935,1,r=me but it's important to add this information to the readme:
1936,1,Then we can check if there is a blocking problem on the simple playback case and WebRTC case with two patches.
1937,1,Please document the meaning of the return value.
1938,2,- 2136 mfbt/ThreadLocal.h from js/src/jsapi.h
1939,1,This only happens with HTTP pipelining enabled.
1940,1,Done
1941,3,"0x0364c590, nsHTMLReflowMetrics & {...}, const nsHTMLReflowState & {...}, int 0,"
1942,1,Mozilla 1.1 Alpha mis-handles tables when form information is embedded. Neither
1943,2,http://www.google.com/search?ie=UTF-8&oe=UTF-8&sourceid=navclient&gfns=1&q=mike+jones
1944,1,If we're only exposing this to chrome-code then I don't have strong opinions on it.
1945,1,This fixes Arabic text problem.
1946,1,Expected results:
1947,2,return this;
1948,2,})
1949,1,"BTW, I didn't expect to get nine reviews of eight patches (including one quite large one) from seven people in less than 24 hours.  In fact, I didn't expect I would be able to land this before Thanksgiving."
1950,1,@fabrice: Are we ready on the platform side to do call forwarding ?
1951,4,0:43.34     raise bre
1952,1,fixed on Thursday.
1953,1,*** This bug has been marked as a duplicate of 59248 ***
1954,4,12:04:20     INFO -  REFTEST TEST-END | http://10.0.2.2:8854/tests/layout/reftests/svg/image/image-svg-inline-zoom-in-01b.html
1955,1,Actual results:
1956,1,"depressed. however, all events for the button seem to fire."
1957,1,"Please help to check, thanks."
1958,1,"If the thread had blocked the setTimeout calls, it would have returned"
1959,2,"COLOR=""#FF0000""><EM>sbnation@aol.com</EM></FONT></A><FONT SIZE=""-2"""
1960,1,"Thanks, it seems you HW acceleration is working on that machine. WebGL shouln't be relevant here."
1961,2,"},"
1962,3,[d:\builds\seamonkey\mozilla\expat\xmlparse\xmlparse.c  line 921]
1963,2,"Frame 	Module 	Signature 	Source"
1964,2,5
1965,2,-----------------------------------------------------------------
1966,4,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-GB; rv:1.7.12) Gecko/20050919 Firefox/1.0.7
1967,1,(Please reopen if I'm wrong but don't kill me for that)
1968,1,The error occurred while processing the following file:
